id	lastName	givenName1	givenName2	dateOfBirth	sex	isAlive	locality	postcode	originalContext	recordDate
3448	Provost	Elwood	Adolfo	1994-09-15	M	Y	Maylands (WA)	6051	null	2007-04-09
3449	Molnar	Brandi	Georgie	1995-09-14	F	Y	Sunbury	3429	null	2005-02-07
3450	Andre	Diana	Mandy	1962-02-10	F	Y	Burradoo	2576	null	2006-03-04
3451	Parham	Jefferey	Toby	1987-06-02	M	Y	Port Melbourne	3207	null	2006-07-01
3452	Tierney	Mark	Jae	1970-06-24	M	Y	Port Kennedy	6172	null	2002-02-27
3453	Winn	Eloy	Dorsey	2004-06-23	M	Y	Thoopara	4800	null	2016-12-10
3454	Spinner	Malia	Belen	1955-04-18	F	Y	Elwood	3184	null	2014-09-21
3455	Lentz	Malissa	Charity	1955-02-01	F	Y	Warrawee	2074	null	2014-03-03
3456	Barnes	Bret	Faustino	1943-04-15	M	Y	Narre Warren	3805	null	2002-11-24
3457	Shepherd	Curt	Antoine	1940-08-09	M	N	Eumemmerring	3177	null	2001-05-25
3458	Holmes	Long	Kasey	1992-05-06	M	Y	Templestowe	3106	null	2000-05-09
3459	Berman	Tamera	Ollie	1964-03-28	F	Y	Golden Grove	5125	null	2001-11-08
3460	Matthew	Ernestina	Thomas	2005-11-27	F	Y	Burnley	3121	null	2010-02-19
3461	Rutherford	Scott	Rosario	1970-11-09	M	Y	Vaucluse	2030	null	2004-05-22
3462	Dorr	Silas	Matthew	1949-10-22	M	Y	Beaconsfield (WA)	6162	null	2012-08-20
3463	Bunton	Byron	Norris	1962-06-23	M	Y	Burwood (Vic.)	3125	null	2008-11-01
3464	Woodley	Jackson	Santos	1955-10-19	M	Y	Norah Head	2263	null	2000-08-28
3465	Denham	Barney	Hong	1993-12-02	M	Y	Stuart (NT)	0870	null	2013-08-25
3466	Kincade	Berta	Twila	1987-06-23	F	Y	Colo Heights	2756	null	2006-01-04
3467	Truesdale	Katharine	Sophia	1950-02-24	F	Y	Southend	5280	null	2011-04-06
3468	Marston	Trena	Maranda	1966-06-01	F	Y	Wavell Heights	4012	null	1999-01-13
3469	Godfrey	Giovanna	Rachel	1998-04-18	F	Y	Croydon Hills	3136	null	2006-12-11
3470	Bressler	Elizebeth	Treva	1944-09-20	F	N	Hurlstone Park	2193	null	2005-06-11
3471	King	Michel	Dewey	1979-12-01	M	Y	Campbell	2612	null	2015-10-17
3472	Grasso	Bryon	Bradley	1944-07-11	M	N	Coburg North	3058	null	2006-10-08
3473	Waldman	Rodolfo	Hoyt	1945-01-12	M	N	Chirnside Park	3116	null	2014-02-23
3474	Calhoon	Vanessa	Jana	1954-04-09	F	Y	Mandalong	2264	null	2009-04-18
3475	Wicklund	Annie	Lorretta	1972-02-20	F	N	Aspendale	3195	null	2016-06-08
3476	Devito	Saul	Burt	1961-07-22	M	Y	Ormiston	4160	null	2010-12-03
3477	Beil	Gabriel	Clint	1961-06-03	M	Y	Richmond (Vic.)	3121	null	1999-08-07
3478	Raney	Caryn	Olive	1973-10-15	F	Y	Pakistan	International	null	2018-10-10
3479	Lumpkin	Jerold	Drew	1962-11-09	M	Y	Kelso (Qld)	4815	null	2007-12-12
3480	Andersen	Russel	Elbert	1995-09-23	M	Y	Aberglasslyn	2320	null	2005-06-07
3481	German	Karla	Elia	1960-07-10	F	Y	Old Toongabbie	2146	null	2001-08-04
3482	Gagne	Martin	Austin	1950-06-27	M	Y	North Warrandyte	3113	null	1999-03-22
3483	Nation	Wilhelmina	Valerie	1997-02-24	F	Y	Willetton	6155	null	2006-02-25
3484	Edington	Geneva	Eula	1941-05-19	F	Y	Birmingham Gardens	2287	null	2000-12-11
3485	Manfredi	Ira	Ronda	1952-02-11	F	Y	Truganina	3029	null	2012-11-15
3486	Thatcher	Conrad	Jude	2004-05-03	M	Y	Narre Warren South	3805	null	2010-10-19
3487	Cremeans	Troy	Leon	2001-06-21	M	Y	Beckenham	6107	null	2006-10-22
3488	Manchester	Viva	Krystyna	1978-02-07	F	Y	Chile	International	null	2016-08-08
3489	Burris	Tamra	Yoshiko	1970-01-27	F	Y	Werribee South	3030	null	2017-01-09
3490	Gallaher	Karon	Jesica	1950-12-15	F	N	Tibooburra	2880	null	2016-03-20
3491	Johnstone	Mohammed	Mary	1986-03-18	M	Y	Caboolture South	4510	null	2000-04-23
3492	Pendergraft	Billie	Felipe	1997-10-25	M	Y	Moyston	3377	null	2003-12-15
3493	Dykstra	Jere	Quinn	1957-05-05	M	Y	Lalor Park	2147	null	2012-05-18
3494	Petri	Gillian	Selena	1989-10-10	F	Y	Beni	2830	null	2015-03-28
3495	Hodge	Felipe	Paris	2001-12-23	M	Y	Chiswick	2046	null	2010-11-09
3496	Ponton	Rene	Hilda	1999-01-17	F	Y	Mount Sheridan (Qld)	4868	null	2015-04-20
3497	Cozad	Nilda	Charissa	1944-11-16	F	Y	Katherine South	0850	null	2000-06-07
3498	Hubbs	Lina	Kendra	1954-05-18	F	Y	Kaniva	3419	null	2018-12-11
3499	Hollon	Florida	Luanne	1940-03-23	F	Y	Southport (Qld)	4215	null	2002-11-22
3500	Wolfgang	Judith	Tess	1957-07-11	F	Y	Guadeloupe	International	null	2001-08-10
3501	Grigsby	Wilbur	Adolfo	1951-05-22	M	N	Wickham (NSW)	2293	null	2015-01-16
3502	Shortridge	Manuela	Rocio	1959-01-20	F	Y	Southport (Qld)	4215	null	2017-02-06
3503	Brazil	Jerald	Palmer	1992-12-10	M	Y	Cabramatta	2166	null	2005-04-24
3504	Weigel	Brian	Wiley	1977-08-16	M	Y	McKinnon	3204	null	2013-02-23
3505	Moyers	Pricilla	Devin	1989-09-18	F	Y	Rockdale	2216	null	2001-11-16
3506	Dahl	Davis	Jerrell	1942-04-21	M	Y	Jerrabomberra	2619	null	2001-09-03
3507	Martinelli	Liz	Charity	2010-01-22	F	Y	South Melbourne	3205	null	2017-06-07
3508	Forshee	Alina	Altagracia	1984-02-07	F	Y	USA	International	null	2013-01-18
3509	Betz	Riley	Normand	2000-08-02	M	Y	Maryland (Newcastle - NSW)	2287	null	2010-12-03
3510	Gamache	Ilene	Ouida	1987-04-16	F	Y	Cranebrook	2749	null	2005-12-26
3511	Twomey	Geneva	Phyliss	1962-05-02	F	Y	Wildwood	3429	null	2018-04-02
3512	Moorman	Lazaro	Philip	1940-06-20	M	Y	Manly (NSW)	2095	null	1999-06-03
3513	Borkowski	Lizabeth	Nina	1982-02-08	F	Y	Cyprus	International	null	1999-10-28
3514	Mansfield	Marcelino	Frankie	1939-09-09	M	N	Hawthorndene	5051	null	2000-09-01
3515	Slayton	Shanna	Breanne	1962-08-15	F	Y	Rosemount	4560	null	2010-06-05
3516	Gravelle	Lupe	Karla	1973-04-18	F	Y	Brown Hill (Vic.)	3350	null	2016-01-08
3517	Bergman	Rene	Tamara	1942-02-24	F	Y	Cranbourne West	3977	null	1999-06-15
3518	Troupe	Bryant	Alva	1998-08-12	M	N	Doubleview	6018	null	2005-06-14
3519	Nord	Wilma	Katheryn	1988-05-03	F	Y	India	International	null	2016-08-12
3520	Brunson	Refugio	Moses	1989-12-04	M	Y	Prospect (SA)	5082	null	2014-07-20
3521	Andres	Luciana	Michell	1953-05-15	F	Y	Darling Heights	4350	null	2006-03-13
3522	Bannister	Belen	Candance	1964-05-27	F	Y	Bentleigh East	3165	null	2001-12-18
3523	Sherer	Linette	Polly	1945-05-05	F	N	Aberfeldie	3040	null	2014-11-09
3524	Mote	Tera	Lilly	2009-08-28	F	Y	Hinchinbrook (NSW)	2168	null	2018-03-26
3525	Matthew	Roderick	Earl	1984-01-18	M	Y	Traralgon South	3844	null	2005-06-23
3526	Mohamed	Teodoro	Jess	1974-11-28	M	Y	Castle Cove	2069	null	2001-08-11
3527	Fuselier	Hellen	Jeanine	1954-10-16	F	N	Togo	International	null	2017-11-17
3528	Stoltz	Kathryne	Velma	1944-12-04	F	Y	Ransome	4154	null	2012-04-02
3529	Kramer	Pearl	Florida	1954-02-06	F	Y	Victoria Point (Qld)	4165	null	2000-03-11
3530	Greenwood	Joycelyn	Kristyn	1952-05-14	F	Y	Mount Gravatt East	4122	null	2012-06-20
3531	Rapp	Jeri	Louis	1992-11-23	F	Y	Sheidow Park	5158	null	2002-03-02
3532	Cranston	Angel	Rosemarie	2000-10-24	F	Y	Leumeah	2560	null	2018-10-17
3533	Nero	Paulette	Nettie	1952-07-27	F	Y	Campbellfield	3061	null	2007-04-14
3534	Plummer	Zina	Teena	1958-08-17	F	Y	Carindale	4152	null	2006-12-23
3535	Rivard	Avis	Krista	1950-10-06	F	Y	Girrawheen	6064	null	2007-09-02
3536	Tolle	Deon	Dusty	1960-11-28	M	Y	Elsternwick	3185	null	2018-09-02
3537	Bryson	Eunice	Christiane	1980-10-07	F	Y	Canley Vale	2166	null	2017-10-19
3538	Huey	Jeffrey	Ned	1948-02-27	M	Y	Strathmore (Vic.)	3041	null	1999-08-20
3539	Mcginnis	Carolann	Leigh	1950-02-21	F	N	Alberton (Qld)	4207	null	2016-10-18
3540	Forrester	Christoper	Brian	1945-04-14	M	N	Moranbah	4744	null	2009-12-25
3541	Wirth	Britt	Benny	1962-05-17	M	Y	Aspendale	3195	null	2011-12-05
3542	Delp	Nathan	Mike	1985-04-01	M	Y	Melrose Park (NSW)	2114	null	2010-06-01
3543	Hinson	Nan	Cori	1983-04-26	F	Y	Wellington Point	4160	null	2008-11-16
3544	Dimond	Brooks	Merlin	1978-01-26	M	Y	Tamala Park	6030	null	2006-02-07
3545	Oxley	Shelly	Imelda	1998-11-09	F	N	San Remo (Vic.)	3925	null	2018-03-15
3546	Wojcik	Hilario	Percy	1953-11-09	M	Y	Laverton (Vic.)	3028	null	2003-09-13
3547	More	Jackie	Wally	1976-07-06	M	Y	Willetton	6155	null	2013-04-17
3548	Berube	Darrel	Foster	1930-07-02	M	Y	Cherrybrook	2126	null	1999-08-02
3549	Demaio	Gerald	Len	1952-09-21	M	Y	Holland Park West	4121	null	2007-06-14
3550	Looney	Alan	Mack	1944-09-23	M	Y	Bundamba	4304	null	2002-02-10
3551	Ross	Gina	Kassandra	1981-02-23	F	Y	Cabramatta	2166	null	2003-08-12
3552	Petrie	Dorsey	Guadalupe	1965-06-14	M	Y	Bentleigh	3204	null	2000-04-08
3553	Dileo	Christopher	Johnathon	1993-02-03	M	Y	Kanyapella	3564	null	2005-11-14
3554	Coll	Chung	Hunter	1974-06-20	M	Y	Dean Park	2761	null	2009-11-13
3555	Reimers	Hyman	Claude	1935-04-09	M	N	South Korea	International	null	2004-03-04
3556	Rowland	Georgie	Inga	1951-01-18	F	Y	Albion (Vic.)	3020	null	2000-01-26
3557	Dart	Ronald	Lindsey	1968-01-16	M	Y	Italy	International	null	2016-08-04
3558	Coffman	Amalia	Mandy	1995-11-17	F	Y	Wakeley	2176	null	2014-11-03
3559	Kao	Clarice	Elisha	1953-07-04	F	Y	Hastings Point	2489	null	2016-10-24
3560	Mattice	Abram	Clement	1939-06-19	M	Y	Berala	2141	null	2002-08-02
3561	Grooms	Lavon	Margaret	1987-07-02	F	Y	Estonia	International	null	2008-06-23
3562	June	Tyson	Frances	1956-05-13	M	Y	Elanora	4221	null	2016-11-01
3563	Rieger	Gus	Danilo	1948-06-18	M	Y	Lavender Bay	2060	null	2011-01-04
3564	Slade	Willian	Enoch	1981-05-03	M	Y	Berwick	3806	null	2017-11-01
3565	Sikes	Leslie	Sheron	1973-08-09	F	Y	Yagoona	2199	null	2013-04-08
3566	Phares	Gustavo	Bertram	1996-10-27	M	Y	Hoppers Crossing	3029	null	2012-01-17
3567	Browning	Antonia	Clay	1977-10-27	M	Y	Wemen	3549	null	2016-09-27
3568	Searle	Scott	Jerry	1986-09-04	M	Y	Killarney Vale	2261	null	2001-02-17
3569	Buhr	Lettie	Jacquline	1946-11-22	F	N	Caboolture South	4510	null	2011-03-28
3570	Westman	Josh	Merrill	1966-04-22	M	Y	Hall	2618	null	2015-07-27
3571	Labrecque	Dena	Ashley	1982-10-18	F	Y	Guinea	International	null	2006-10-05
3572	Reading	Jeremiah	Gary	1958-08-21	M	Y	Parkside (Qld)	4825	null	2000-11-22
3573	Rome	Abe	Mohammad	1973-02-10	M	Y	Newborough	3825	null	2017-10-25
3574	Keffer	Robin	Deidre	1967-12-25	F	Y	Balmoral (Wingecarribee - NSW)	2571	null	2012-08-20
3575	Lehman	Stevie	Jed	1992-03-06	M	Y	Secret Harbour	6173	null	2009-12-15
3576	Danna	Octavia	Janel	1984-04-28	F	Y	Templestowe	3106	null	2004-08-13
3577	Crown	Madelyn	Oleta	1978-10-22	F	Y	Woollahra	2025	null	2004-07-04
3578	Kong	Newton	Grover	1958-11-05	M	Y	Wynnum	4178	null	2010-02-09
3579	Rex	Richard	Evonne	1995-10-13	F	Y	South Africa	International	null	2003-04-03
3580	Reitz	Lou	Louis	1934-01-07	F	Y	Monterey	2217	null	2003-04-13
3581	Borowski	Keith	Cliff	1950-03-21	M	N	Burundi	International	null	2016-06-19
3582	Mccord	Gino	Fidel	1974-07-08	M	Y	Warnbro	6169	null	2014-05-05
3583	Stamper	Nannette	Bambi	1990-05-25	F	Y	East Lindfield	2070	null	2016-04-01
3584	Marten	Awilda	Winona	1968-11-19	F	Y	Darling Heights	4350	null	2014-03-11
3585	Heng	Nicola	Dorinda	1973-01-06	F	Y	Malaysia	International	null	1999-08-20
3586	Baptista	Zachariah	Garland	1957-12-18	M	Y	Tea Tree Gully	5091	null	2017-08-13
3587	Parkins	Julio	Marlin	1969-09-28	M	Y	Westlake	4074	null	2004-06-15
3588	Follett	Morris	Rupert	1966-01-09	M	Y	Footscray	3011	null	2009-09-07
3589	Woolsey	Britt	Evan	1978-04-12	M	Y	Bar Point	2250	null	2012-07-27
3590	Bremer	Margarette	Charles	1992-03-02	F	Y	Warriewood	2102	null	2000-03-14
3591	Muller	Parker	Wilbur	1972-03-10	M	Y	South Yarra	3141	null	2015-03-23
3592	Lease	Timmy	Andre	2006-01-10	M	Y	Annandale (NSW)	2038	null	2010-09-25
3593	Barner	Janina	Ruthie	1965-01-26	F	Y	Beeliar	6164	null	2006-06-13
3594	Alden	Sydney	Josh	1995-03-10	M	Y	Charlestown (NSW)	2290	null	2012-07-27
3595	Haigh	Jessica	Gene	1934-08-27	F	Y	Gaythorne	4051	null	2000-09-24
3596	Lavallee	Kenna	Lillian	1962-07-20	F	Y	Fiji	International	null	2015-10-24
3597	Sandberg	Whitney	Lynne	1953-08-06	F	Y	Germany	International	null	2010-11-12
3598	Mcdougald	Keneth	Derrick	1956-08-27	M	Y	Artarmon	2064	null	2005-09-11
3599	Jeske	Charla	Annabel	1965-12-02	F	Y	Myanmar/Burma	International	null	2012-01-09
3600	Pickel	Wm	Herman	1999-02-19	M	Y	Page	2614	null	2003-08-26
3601	Scranton	Alexander	Brendon	2001-03-23	M	Y	Padstow Heights	2211	null	2013-07-25
3602	Mathers	Chong	Deloris	1952-02-15	F	Y	The Basin (Vic.)	3154	null	2009-06-27
3603	Cripe	Albertha	Chelsie	2004-02-13	F	Y	Clifton Grove	2800	null	2010-01-18
3604	Mcgarry	Rachelle	Kristi	1982-09-03	F	Y	Bundarra	2360	null	2007-11-24
3605	Benedetti	Georgie	Gena	2004-06-04	F	Y	Nundah	4012	null	2008-09-17
3606	Flannigan	Harry	Keenan	1989-10-17	M	Y	Dudley	2290	null	2007-08-14
3607	Claussen	Tony	Rufus	1995-07-20	M	Y	Alexandria	2015	null	2010-09-02
3608	Shoulders	Theo	Conrad	1948-06-10	M	N	Lakelands (NSW)	2282	null	2013-07-21
3609	Mccowan	Rosalee	Denna	1955-11-19	F	Y	Bedford	6052	null	2000-10-17
3610	Parkes	Alec	Mohamed	1955-09-02	M	Y	Dernancourt	5075	null	2002-02-13
3611	Blagg	Suzanne	Debora	1968-10-27	F	Y	Pyrmont	2009	null	2010-06-06
3612	Averett	Teresita	Beatrice	1954-08-23	F	Y	Thomastown	3074	null	2018-12-10
3613	Degroot	Monroe	Len	1965-08-05	M	Y	Holmes	0812	null	2005-08-23
3614	Weis	Brigette	Salina	1934-02-14	F	Y	Forest Glen (Qld)	4556	null	2000-09-06
3615	Leland	Rusty	Fletcher	1985-02-17	M	Y	Briar Hill	3088	null	2002-10-07
3616	Glisson	Frederick	Demarcus	1983-02-02	M	Y	Bentleigh	3204	null	2003-06-11
3617	Bess	Paris	Leonard	1950-10-23	M	Y	Kenwick	6107	null	2014-02-17
3618	Shores	Johnson	Rafael	1942-05-26	M	N	Toolern Vale	3337	null	2006-10-01
3619	Shafer	Wayne	Giuseppe	1954-05-25	M	Y	Oakleigh	3166	null	2014-01-13
3620	Poulsen	Connie	Gonzalo	1957-04-27	M	Y	Canning Vale	6155	null	2009-05-28
3621	Poston	Jc	Chet	1934-02-15	M	Y	Calamvale	4116	null	2001-12-20
3622	Eckstein	Irvin	Huey	1980-05-19	M	Y	Burraneer	2230	null	2003-09-20
3623	Day	Lorenzo	Dustin	1943-11-11	M	Y	Marrickville	2204	null	2001-04-07
3624	Cali	Jordon	Gustavo	1966-04-27	M	N	Blaxland (NSW)	2774	null	2016-04-06
3625	Kish	Lionel	Percy	1996-06-04	M	Y	Kambah	2902	null	2014-02-01
3626	Leger	Keneth	Dominick	1957-02-06	M	Y	Blackbutt (NSW)	2529	null	2007-09-15
3627	Pinkston	Omer	Armando	1963-11-22	M	N	Worrigee	2540	null	2015-06-28
3628	Duclos	Magdalene	Clementine	1975-06-17	F	Y	Lysterfield	3156	null	2006-04-01
3629	Swindell	Inge	Lilia	2007-05-25	F	Y	Cocoroc	3030	null	2015-01-26
3630	Czarnecki	Alpha	Violet	1975-02-17	F	Y	Ellen Grove	4078	null	2001-02-20
3631	Waldman	Herschel	Burl	1986-06-14	M	Y	Coopers Plains	4108	null	2018-05-17
3632	Calvin	Tracey	Leatrice	1962-09-21	F	Y	Glenelg East	5045	null	2018-04-23
3633	Maclean	Elisha	Steve	1984-10-13	M	Y	Roseneath	4811	null	2009-12-10
3634	Klaus	James	Dessie	1969-10-12	F	Y	Yarra Junction	3797	null	2008-03-06
3635	Stjohn	Joycelyn	Tamar	1943-09-27	F	Y	Maribyrnong	3032	null	2009-06-13
3636	Kirk	Kraig	Junior	1992-06-06	M	Y	Ngunnawal	2913	null	2014-11-02
3637	Stiles	Leslie	Christopher	1975-06-13	F	N	North Curl Curl	2099	null	2016-11-15
3638	Pigg	Marcelo	Freeman	1948-11-28	M	N	Vietnam	International	null	2015-12-13
3639	Guertin	Franklyn	Elden	1948-08-13	M	N	Quarry Hill	3550	null	2010-06-05
3640	Belden	Fermin	Alonso	2002-09-02	M	Y	Wellington Point	4160	null	2015-05-25
3641	Yarber	Mae	Ariel	1945-10-27	F	Y	Chipping Norton	2170	null	2007-08-06
3642	Hamer	Aurelio	Napoleon	2002-04-24	M	Y	Howrah	7018	null	2014-11-06
3643	Crist	Verona	Elba	1984-11-03	F	Y	Westminster	6061	null	2013-12-21
3644	Harold	Ruthann	Dian	2001-08-18	F	Y	Wallacia	2745	null	2013-03-26
3645	Madison	Flossie	Pansy	1992-01-22	F	Y	Erskine Park	2759	null	2011-02-06
3646	Etter	Carey	Leroy	1955-02-26	M	Y	Claremont Meadows	2747	null	2005-10-22
3647	Carberry	Alfredo	Billie	1998-08-16	M	Y	Glenbrook	2773	null	2017-09-07
3648	Baxter	Tammi	Audry	1936-01-20	F	Y	Werribee	3030	null	2002-05-15
3649	Stancil	Elvia	Evelia	1985-04-12	F	N	Salisbury Downs	5108	null	2014-01-17
3650	Sands	Wes	Spencer	1969-04-12	M	Y	Main Beach	4217	null	2010-09-27
3651	Mackay	Sherry	Elizabeth	1951-07-19	F	Y	Tascott	2250	null	2009-04-25
3652	Pelham	Hilda	Louann	1964-09-27	F	Y	Laos	International	null	2011-11-08
3653	Harned	Ginger	Luann	1988-05-18	F	Y	Warrandyte South	3134	null	2000-12-02
3654	Flowers	Jill	Jolene	1960-07-07	F	Y	St Marys (NSW)	2760	null	2000-12-23
3655	Bannon	Eden	Diana	1995-12-24	F	Y	Longwarry	3816	null	2010-05-04
3656	Maurer	Deann	Zoila	1951-01-01	F	Y	Keswick	5035	null	2012-12-22
3657	Mike	Hans	Eldridge	1958-06-13	M	Y	Preston (Vic.)	3072	null	2012-05-02
3658	Agnew	Nilda	Ashleigh	1969-06-24	F	Y	Fairfield (NSW)	2165	null	2009-02-11
3659	Kang	Denny	Rusty	1995-11-19	M	Y	Cheltenham (NSW)	2119	null	2004-02-11
3660	Hecker	Harland	Rhett	2006-02-27	M	Y	Parkinson	4115	null	2016-05-11
3661	Newman	Sang	Jonah	1989-12-21	M	Y	Essendon	3040	null	2014-07-09
3662	Tillett	Abigail	Margaret	1950-05-20	F	Y	Heywood	3304	null	2009-06-24
3663	Bjork	Preston	Palmer	1980-03-06	M	Y	Ghana	International	null	2011-01-05
3664	Mease	Suzanna	Antonette	1934-11-12	F	N	Scott Creek	5153	null	2002-07-11
3665	Lippincott	Bertha	Jammie	1933-07-15	F	N	Ardeer	3022	null	1999-10-03
3666	Roseberry	Abe	Hank	1938-04-28	M	N	Loganlea	4131	null	2003-12-22
3667	Collard	Harrison	Horace	1969-09-27	M	Y	Cathcart (Vic.)	3377	null	2001-02-10
3668	Gault	Lincoln	Frank	1939-05-24	M	Y	Kippa-Ring	4021	null	2008-03-09
3669	Leeman	Keneth	Moshe	1946-11-11	M	Y	Mosman	2088	null	2002-10-20
3670	Deforest	Pete	Luciano	1972-08-27	M	Y	Asquith	2077	null	2012-10-24
3671	Holliday	Zackary	Coy	1969-01-18	M	Y	Springvale (Wagga Wagga - NSW)	2650	null	2018-02-18
3672	Callahan	Noelia	Cheyenne	1962-11-28	F	Y	Mount Taylor	3875	null	2001-03-12
3673	Pearcy	Caleb	Glenn	1986-08-11	M	Y	Guyana	International	null	2011-04-13
3674	Kimble	Darron	Trevor	1968-07-03	M	Y	Mount Gravatt East	4122	null	2011-01-10
3675	Stclair	Alfred	Gino	1973-10-03	M	Y	Baldivis	6171	null	2016-04-11
3676	Hafer	Nola	Brandee	1977-03-10	F	Y	Erica	3825	null	2012-07-08
3677	Schenck	Randy	Rayford	1952-12-16	M	Y	Hotham Heights	3741	null	1999-06-06
3678	Seifert	Lucien	Mikel	1978-02-28	M	Y	Mount Duneed	3216	null	2008-04-24
3679	Marra	Earnestine	Jacalyn	1960-08-28	F	Y	Belmont (Vic.)	3216	null	2016-06-27
3680	Vanness	Deena	Tasha	1954-02-09	F	Y	Sturt (SA)	5047	null	2012-08-10
3681	Lemire	Fritz	Dominic	1969-09-24	M	Y	Yahl	5291	null	2009-02-02
3682	Biggers	Liane	Kara	1988-12-21	F	Y	Altona North	3025	null	2012-07-16
3683	Hendry	Ferne	Brittney	1970-03-21	F	Y	Redland Bay	4165	null	2000-12-09
3684	Saxton	Marvel	Clarissa	1992-09-13	F	Y	Heywood	3304	null	2008-02-23
3685	Chabot	Mathew	Waylon	1943-10-12	M	Y	Burundi	International	null	2005-05-21
3686	Bruckner	Ralph	Jeffery	1955-03-07	M	N	Poland	International	null	2016-07-08
3687	Deegan	Michaela	Mackenzie	1959-05-23	F	Y	East Lindfield	2070	null	2004-10-08
3688	Tims	Isiah	Melvin	1966-06-19	M	Y	Guadeloupe	International	null	2003-06-01
3689	Tharp	Tamra	Eddie	1957-02-08	F	Y	Moana	5169	null	2010-10-15
3690	Dykes	Man	Quentin	1994-11-09	M	Y	Eschol Park	2558	null	2011-08-02
3691	Hedrick	Liana	Esther	1951-10-01	F	Y	Heidelberg West	3081	null	2010-09-25
3692	Kern	Dwight	Devon	1953-12-16	M	Y	Davistown	2251	null	2000-06-19
3693	Ulrich	Sanford	Gene	1986-07-13	M	Y	Hatton Vale	4341	null	2002-07-06
3694	Brownlee	Cherie	Nell	1963-07-22	F	Y	Engadine	2233	null	2014-10-14
3695	Cupp	Micheal	Cristopher	1954-03-17	M	Y	Gosnells	6110	null	2011-08-13
3696	Paugh	Fletcher	Odell	1966-03-06	M	Y	Werribee	3030	null	2006-08-12
3697	Booher	Alexa	Cameron	1984-11-28	F	Y	Castle Hill (NSW)	2154	null	2013-10-21
3698	Sumpter	Lucius	Ned	1996-09-06	M	Y	Bulgaria	International	null	2002-04-22
3699	Dupuis	Paul	Dianne	1954-04-12	F	Y	Cranley	4350	null	2000-04-28
3700	Goldfarb	Florene	Maricela	1961-01-15	F	Y	Burpengary	4505	null	2006-09-14
3701	Braden	Zoila	Mina	1999-04-05	F	Y	Blackmans Point	2444	null	2008-04-02
3702	Grimm	Debby	Mavis	1955-09-09	F	Y	Shepparton	3630	null	2015-11-26
3703	Vass	Lakesha	Jenny	1954-03-22	F	Y	Highgate Hill	4101	null	2010-05-26
3704	Whisnant	Lindsay	Daren	1948-02-01	M	N	Lakemba	2195	null	2009-08-25
3705	Saad	Wilburn	Stephen	1983-01-25	M	Y	Annandale (NSW)	2038	null	2008-05-16
3706	Petrie	Willy	Bo	1999-08-27	M	Y	Lake Wyangan	2680	null	2007-11-11
3707	Obryan	Alden	Emory	1994-09-23	M	Y	Sans Souci	2219	null	2012-01-16
3708	Staley	Dewey	Robby	1980-09-09	M	Y	Camp Hill	4152	null	2004-03-10
3709	Schenck	Brad	Rocky	1952-08-18	M	Y	Greensborough	3088	null	2005-11-26
3710	Grider	Elisha	Gregg	2012-01-08	M	Y	Wheelers Hill	3150	null	2016-09-20
3711	Shell	India	Jaunita	1959-11-01	F	Y	Harlaxton	4350	null	2008-05-14
3712	Mccord	Ali	Wilfred	1984-11-02	M	Y	Coburg North	3058	null	2013-03-08
3713	Keifer	Karie	Darlene	1969-05-13	F	Y	No usual address (NT)	9494	null	2000-03-28
3714	Gleeson	Trish	Virginia	1955-12-17	F	Y	Long Gully	3550	null	2014-04-02
3715	David	Cristobal	Emory	1964-10-19	M	Y	Tarneit	3029	null	2014-01-11
3716	Nagel	Emmanuel	Chance	1939-12-21	M	Y	Wattleup	6166	null	2002-01-21
3717	Woodside	Gilberto	Filiberto	2008-01-03	M	Y	New Lambton Heights	2305	null	2013-02-24
3718	Nelson	Lakisha	Bailey	1978-05-05	F	Y	Jerusalem	5554	null	2001-05-06
3719	Osterhout	Trinidad	Leo	1980-05-03	M	Y	Busby	2168	null	1999-05-18
3720	Mauer	Dale	Dion	1958-03-15	M	Y	Lurnea	2170	null	2017-10-13
3721	Judson	Margaret	Allyson	2009-06-25	F	Y	Wye River	3221	null	2017-08-12
3722	Rayner	Amanda	Treva	1975-02-19	F	Y	Morningside	4170	null	2010-09-20
3723	Drake	Reid	Wilson	1976-04-23	M	Y	Gawler (Tas.)	7315	null	2015-03-13
3724	Poulson	Jim	Marshall	1955-12-06	M	Y	Abermain	2326	null	2011-09-09
3725	Viers	Brendan	Chance	1998-09-24	M	Y	Glen Iris (Vic.)	3146	null	2017-07-17
3726	Terry	Rob	Blake	1987-06-28	M	N	Claremont Meadows	2747	null	2012-02-05
3727	Oakes	Young	Cary	1944-12-25	M	N	USA	International	null	2010-02-23
3728	Gowdy	Cinthia	Rosemarie	1973-10-10	F	Y	Fitzroy North	3068	null	2004-06-19
3729	Stover	Billie	Felton	1961-08-09	M	Y	Gordon (Vic.)	3345	null	2014-09-17
3730	Pool	Lara	Luann	1992-06-25	F	Y	Frankston	3199	null	2003-05-20
3731	Rehm	Vincenzo	Andre	1964-01-05	M	Y	Jandakot	6164	null	2004-12-12
3732	Barry	Wayne	Kelvin	1948-10-17	M	Y	Alderley	4051	null	1999-05-05
3733	Fancher	Albert	Andre	1949-07-13	M	Y	The Gap (Mount Isa - Qld)	4825	null	2007-10-21
3734	Blaylock	Lyn	Latanya	1931-06-27	F	Y	Morisset Park	2264	null	2000-08-23
3735	Cottingham	Sherron	Bess	2008-09-10	F	Y	Clarinda	3169	null	2018-09-10
